code_voie;no_voie;code_id_commune;voie;code_departement;commune;type_de_voie;code_postal
5107;3;3203;JULES VALLES;75;PARIS 11;RUE;75011.0
6714;21;3203;DE NEMOURS;75;PARIS 11;RUE;75011.0
5081;26;3203;JULES FERRY;75;PARIS 11;BD;75011.0
2816;35;3204;DU DOC ARNOLD NETTER;75;PARIS 12;AV;75012.0
4700;6;3203;IMMEUBLES INDUSTRIELS;75;PARIS 11;RUE;75011.0
9272;2;3203;THIERE;75;PARIS 11;PAS;75011.0
5968;52;3203;DE MALTE;75;PARIS 11;RUE;75011.0
4939;99;3203;JEAN PIERRE TIMBAUD;75;PARIS 11;RUE;75011.0
7067;82;3203;PARMENTIER;75;PARIS 11;AV;75011.0
9952;58;3204;DE WATTIGNIES;75;PARIS 12;RUE;75012.0
2584;192;3204;DAUMESNIL;75;PARIS 12;AV;75012.0
3717;50;3203;DE LA FONTAINE AU ROI;75;PARIS 11;RUE;75011.0
3539;44;3204;DE FECAMP;75;PARIS 12;RUE;75012.0
8378;12;3204;ROTTEMBOURG;75;PARIS 12;RUE;75012.0
8699;25;3203;SAINT MAUR;75;PARIS 11;RUE;75011.0
7090;8;3203;PASTEUR;75;PARIS 11;RUE;75011.0
6747;2;3203;DE NICE;75;PARIS 11;RUE;75011.0
5467;161;3203;LEDRU ROLLIN;75;PARIS 11;AV;75011.0
2472;7;3204;CROZATIER;75;PARIS 12;RUE;75012.0
2472;44;3204;CROZATIER;75;PARIS 12;RUE;75012.0
1887;55;3203;DE CHARONNE;75;PARIS 11;BD;75011.0
701;32;3203;BASFROI;75;PARIS 11;RUE;75011.0
9153;29;3204;TAINE;75;PARIS 12;RUE;75012.0
8927;7;3204;DU SERGENT BAUCHAT;75;PARIS 12;RUE;75012.0
1887;109;3203;DE CHARONNE;75;PARIS 11;BD;75011.0
6747;2;3203;DE NICE;75;PARIS 11;RUE;75011.0
803;18;3204;BECCARIA;75;PARIS 12;RUE;75012.0
9272;24;3203;THIERE;75;PARIS 11;PAS;75011.0
495;3;3203;DE L ASILE;75;PARIS 11;PAS;75011.0
7380;84;3203;PHILIPPE AUGUSTE;75;PARIS 11;AV;75011.0
5224;24;3203;LACHARRIERE;75;PARIS 11;RUE;75011.0
8175;115;3204;DE REUILLY;75;PARIS 12;RUE;75012.0
3514;96;3204;DU FBG ST ANTOINE;75;PARIS 12;RUE;75012.0
1966;146;3203;DU CHEMIN VERT;75;PARIS 11;RUE;75011.0
1265;33;3204;DE LA BRECHE AUX LOUPS;75;PARIS 12;RUE;75012.0
8481;33;3203;SAINT AMBROISE;75;PARIS 11;RUE;75011.0
4218;25;3203;GODEFROY CAVAIGNAC;75;PARIS 11;RUE;75011.0
4218;25;3203;GODEFROY CAVAIGNAC;75;PARIS 11;RUE;75011.0
5467;27;3204;LEDRU ROLLIN;75;PARIS 12;AV;75012.0
7402;103;3204;DE PICPUS;75;PARIS 12;RUE;75012.0
7380;18;3203;PHILIPPE AUGUSTE;75;PARIS 11;AV;75011.0
4700;6;3203;IMMEUBLES INDUSTRIELS;75;PARIS 11;RUE;75011.0
3700;84;3203;DE LA FOLIE MERICOURT;75;PARIS 11;RUE;75011.0
3700;42;3203;DE LA FOLIE MERICOURT;75;PARIS 11;RUE;75011.0
9907;117;3203;VOLTAIRE;75;PARIS 11;BD;75011.0
4340;16;3203;GRISET;75;PARIS 11;CITE;75011.0
3508;24;3203;DU FAUBOURG DU TEMPLE;75;PARIS 11;RUE;75011.0
2836;5;3204;DU DOCTEUR GOUJON;75;PARIS 12;RUE;75012.0
9907;56;3203;VOLTAIRE;75;PARIS 11;BD;75011.0
2584;197;3204;DAUMESNIL;75;PARIS 12;AV;75012.0
6747;12;3203;DE NICE;75;PARIS 11;RUE;75011.0
8901;61;3203;SEDAINE;75;PARIS 11;RUE;75011.0
1794;141;3204;DE CHARENTON;75;PARIS 12;RUE;75012.0
1794;250;3204;DE CHARENTON;75;PARIS 12;RUE;75012.0
809;5;3204;DU BEL AIR;75;PARIS 12;AV;75012.0
4075;60;3204;DU GAL MICHEL BIZOT;75;PARIS 12;AV;75012.0
3717;28;3203;DE LA FONTAINE AU ROI;75;PARIS 11;RUE;75011.0
4710;4;3203;DE L INDUSTRIE;75;PARIS 11;CITE;75011.0
8682;39;3204;DE SAINT MANDE;75;PARIS 12;AV;75012.0
8158;40;3203;DE LA REPUBLIQUE;75;PARIS 11;AV;75011.0
2792;44;3204;DIDEROT;75;PARIS 12;BD;75012.0
7067;144;3203;PARMENTIER;75;PARIS 11;AV;75011.0
6858;130;3203;OBERKAMPF;75;PARIS 11;RUE;75011.0
1794;223;3204;DE CHARENTON;75;PARIS 12;RUE;75012.0
2584;260;3204;DAUMESNIL;75;PARIS 12;AV;75012.0
4235;14;3204;GOSSEC;75;PARIS 12;RUE;75012.0
1794;105;3204;DE CHARENTON;75;PARIS 12;RUE;75012.0
9047;91;3204;SOULT;75;PARIS 12;BD;75012.0
2275;8;3204;DU CONGO;75;PARIS 12;RUE;75012.0
9047;53;3204;SOULT;75;PARIS 12;BD;75012.0
200;11;3204;D ALIGRE;75;PARIS 12;RUE;75012.0
8209;5;3203;RICHARD LENOIR;75;PARIS 11;RUE;75011.0
5866;4;3204;DE LYON;75;PARIS 12;RUE;75012.0
1170;43;3203;DES BOULETS;75;PARIS 11;RUE;75011.0
3313;36;3204;ERARD;75;PARIS 12;RUE;75012.0
5222;3;3204;LACHAMBEAUDIE;75;PARIS 12;PL;75012.0
3514;175;3203;DU FBG ST ANTOINE;75;PARIS 11;RUE;75011.0
7123;16;3203;PAUL BERT;75;PARIS 11;RUE;75011.0
8941;60;3203;SERVAN;75;PARIS 11;RUE;75011.0
2584;233;3204;DAUMESNIL;75;PARIS 12;AV;75012.0
7380;94;3203;PHILIPPE AUGUSTE;75;PARIS 11;AV;75011.0
4166;15;3203;GERBIER;75;PARIS 11;RUE;75011.0
7800;13;3203;DE LA PRESENTATION;75;PARIS 11;RUE;75011.0
8174;69;3204;DE REUILLY;75;PARIS 12;BD;75012.0
2076;36;3204;CLAUDE DECAEN;75;PARIS 12;RUE;75012.0
9609;6;3204;VASSOU;75;PARIS 12;IMP;75012.0
8285;4;3203;ROCHEBRUNE;75;PARIS 11;PAS;75011.0
4282;10;3203;DU GRAND PRIEURE;75;PARIS 11;RUE;75011.0
8756;6;3203;SAINT SEBASTIEN;75;PARIS 11;RUE;75011.0
1482;4;3203;DE CANDIE;75;PARIS 11;RUE;75011.0
9477;11;3203;TROUSSEAU;75;PARIS 11;RUE;75011.0
9907;97;3203;VOLTAIRE;75;PARIS 11;BD;75011.0
832;1;3203;DE BELLEVILLE;75;PARIS 11;BD;75011.0
8481;28;3203;SAINT AMBROISE;75;PARIS 11;RUE;75011.0
8208;89;3203;RICHARD LENOIR;75;PARIS 11;BD;75011.0
8699;148;3203;SAINT MAUR;75;PARIS 11;RUE;75011.0
9907;48;3203;VOLTAIRE;75;PARIS 11;BD;75011.0
9952;80;3204;DE WATTIGNIES;75;PARIS 12;RUE;75012.0
6601;10;3203;DU MOULIN JOLY;75;PARIS 11;RUE;75011.0
1966;154;3203;DU CHEMIN VERT;75;PARIS 11;RUE;75011.0
4939;99;3203;JEAN PIERRE TIMBAUD;75;PARIS 11;RUE;75011.0
5884;5;3204;DE MADAGASCAR;75;PARIS 12;RUE;75012.0
3508;22;3203;DU FAUBOURG DU TEMPLE;75;PARIS 11;RUE;75011.0
3955;30;3204;DE LA GARE DE REUILLY;75;PARIS 12;RUE;75012.0
3514;154;3204;DU FBG ST ANTOINE;75;PARIS 12;RUE;75012.0
701;18;3203;BASFROI;75;PARIS 11;RUE;75011.0
5770;17;3203;LOUIS BONNET;75;PARIS 11;RUE;75011.0
8699;52;3203;SAINT MAUR;75;PARIS 11;RUE;75011.0
8756;18;3203;SAINT SEBASTIEN;75;PARIS 11;RUE;75011.0
1265;17;3204;DE LA BRECHE AUX LOUPS;75;PARIS 12;RUE;75012.0
7402;126;3204;DE PICPUS;75;PARIS 12;RUE;75012.0
7402;34;3204;DE PICPUS;75;PARIS 12;RUE;75012.0
5344;41;3203;DE LAPPE;75;PARIS 11;RUE;75011.0
2816;45;3204;DU DOC ARNOLD NETTER;75;PARIS 12;AV;75012.0
7380;94;3203;PHILIPPE AUGUSTE;75;PARIS 11;AV;75011.0
8208;21;3203;RICHARD LENOIR;75;PARIS 11;BD;75011.0
7486;7;3203;PIHET;75;PARIS 11;RUE;75011.0
1888;158;3203;DE CHARONNE;75;PARIS 11;RUE;75011.0
8175;102;3204;DE REUILLY;75;PARIS 12;RUE;75012.0
6747;10;3203;DE NICE;75;PARIS 11;RUE;75011.0
9907;28;3203;VOLTAIRE;75;PARIS 11;BD;75011.0
8901;51;3203;SEDAINE;75;PARIS 11;RUE;75011.0
9952;37;3204;DE WATTIGNIES;75;PARIS 12;RUE;75012.0
2472;58;3204;CROZATIER;75;PARIS 12;RUE;75012.0
6730;4;3203;NEUVE POPINCOURT;75;PARIS 11;RUE;75011.0
3242;17;3203;EMILE LEPEU;75;PARIS 11;RUE;75011.0
6685;1;3203;DE LA NATION;75;PARIS 11;PL;75011.0
9850;26;3204;DE VINCENNES;75;PARIS 12;CRS;75012.0
1383;5;3203;BULLOURDE;75;PARIS 11;PAS;75011.0
8175;111;3204;DE REUILLY;75;PARIS 12;RUE;75012.0
6280;4;3203;MERLIN;75;PARIS 11;RUE;75011.0
701;32;3203;BASFROI;75;PARIS 11;RUE;75011.0
7402;85;3204;DE PICPUS;75;PARIS 12;RUE;75012.0
5344;19;3203;DE LAPPE;75;PARIS 11;RUE;75011.0
5081;26;3203;JULES FERRY;75;PARIS 11;BD;75011.0
5344;51;3203;DE LAPPE;75;PARIS 11;RUE;75011.0
3717;9;3203;DE LA FONTAINE AU ROI;75;PARIS 11;RUE;75011.0
2792;162;3204;DIDEROT;75;PARIS 12;BD;75012.0
5467;163;3203;LEDRU ROLLIN;75;PARIS 11;AV;75011.0
6624;22;3204;MOYNET;75;PARIS 12;CITE;75012.0
7859;31;3204;PROUDHON;75;PARIS 12;RUE;75012.0
6685;17;3203;DE LA NATION;75;PARIS 11;PL;75011.0
1267;22;3203;BREGUET;75;PARIS 11;RUE;75011.0
9353;40;3204;DE TOUL;75;PARIS 12;RUE;75012.0
1888;163;3203;DE CHARONNE;75;PARIS 11;RUE;75011.0
1966;85;3203;DU CHEMIN VERT;75;PARIS 11;RUE;75011.0
4700;6;3203;IMMEUBLES INDUSTRIELS;75;PARIS 11;RUE;75011.0
1794;102;3204;DE CHARENTON;75;PARIS 12;RUE;75012.0
200;20;3204;D ALIGRE;75;PARIS 12;RUE;75012.0
5081;29;3203;JULES FERRY;75;PARIS 11;BD;75011.0
200;6;3204;D ALIGRE;75;PARIS 12;RUE;75012.0
5224;7;3203;LACHARRIERE;75;PARIS 11;RUE;75011.0
8174;37;3204;DE REUILLY;75;PARIS 12;BD;75012.0
34;4;3203;ABEL RABAUD;75;PARIS 11;RUE;75011.0
9924;26;3204;DE LA VOUTE;75;PARIS 12;RUE;75012.0
8358;43;3203;DE LA ROQUETTE;75;PARIS 11;RUE;75011.0
7402;122;3204;DE PICPUS;75;PARIS 12;RUE;75012.0
2404;6;3203;COURTOIS;75;PARIS 11;PAS;75011.0
832;17;3203;DE BELLEVILLE;75;PARIS 11;BD;75011.0
7067;82;3203;PARMENTIER;75;PARIS 11;AV;75011.0
4218;52;3203;GODEFROY CAVAIGNAC;75;PARIS 11;RUE;75011.0
6858;151;3203;OBERKAMPF;75;PARIS 11;RUE;75011.0
3737;18;3203;DE LA FORGE ROYALE;75;PARIS 11;RUE;75011.0
5467;81;3204;LEDRU ROLLIN;75;PARIS 12;AV;75012.0
5968;17;3203;DE MALTE;75;PARIS 11;RUE;75011.0
1794;152;3204;DE CHARENTON;75;PARIS 12;RUE;75012.0
8175;115;3204;DE REUILLY;75;PARIS 12;RUE;75012.0
3700;25;3203;DE LA FOLIE MERICOURT;75;PARIS 11;RUE;75011.0
2086;19;3204;CLAUDE TILLIER;75;PARIS 12;RUE;75012.0
6267;13;3203;DE MENILMONTANT;75;PARIS 11;BD;75011.0
4218;21;3203;GODEFROY CAVAIGNAC;75;PARIS 11;RUE;75011.0
537;4;3203;AUGUSTE BARBIER;75;PARIS 11;RUE;75011.0
8286;7;3203;ROCHEBRUNE;75;PARIS 11;RUE;75011.0
6726;20;3203;NEUVE DES BOULETS;75;PARIS 11;RUE;75011.0
5772;7;3204;LOUIS BRAILLE;75;PARIS 12;RUE;75012.0
2213;13;3204;DU COLONEL OUDOT;75;PARIS 12;RUE;75012.0
1794;220;3204;DE CHARENTON;75;PARIS 12;RUE;75012.0
6267;47;3203;DE MENILMONTANT;75;PARIS 11;BD;75011.0
8378;11;3204;ROTTEMBOURG;75;PARIS 12;RUE;75012.0
3514;172;3204;DU FBG ST ANTOINE;75;PARIS 12;RUE;75012.0
2584;192;3204;DAUMESNIL;75;PARIS 12;AV;75012.0
3539;23;3204;DE FECAMP;75;PARIS 12;RUE;75012.0
6547;22;3203;MORAND;75;PARIS 11;RUE;75011.0
8682;98;3204;DE SAINT MANDE;75;PARIS 12;AV;75012.0
3514;214;3204;DU FBG ST ANTOINE;75;PARIS 12;RUE;75012.0
4094;8;3204;DU GENIE;75;PARIS 12;PAS;75012.0
6601;18;3203;DU MOULIN JOLY;75;PARIS 11;RUE;75011.0
9156;4;3204;DE TAHITI;75;PARIS 12;RUE;75012.0
3717;59;3203;DE LA FONTAINE AU ROI;75;PARIS 11;RUE;75011.0
2584;261;3204;DAUMESNIL;75;PARIS 12;AV;75012.0
2584;266;3204;DAUMESNIL;75;PARIS 12;AV;75012.0
3508;42;3203;DU FAUBOURG DU TEMPLE;75;PARIS 11;RUE;75011.0
4075;84;3204;DU GAL MICHEL BIZOT;75;PARIS 12;AV;75012.0
1265;33;3204;DE LA BRECHE AUX LOUPS;75;PARIS 12;RUE;75012.0
1966;3;3203;DU CHEMIN VERT;75;PARIS 11;RUE;75011.0
1265;5;3204;DE LA BRECHE AUX LOUPS;75;PARIS 12;RUE;75012.0
1794;179;3204;DE CHARENTON;75;PARIS 12;RUE;75012.0
3717;8;3203;DE LA FONTAINE AU ROI;75;PARIS 11;RUE;75011.0
813;24;3203;DE BELFORT;75;PARIS 11;RUE;75011.0
8941;55;3203;SERVAN;75;PARIS 11;RUE;75011.0
832;3;3203;DE BELLEVILLE;75;PARIS 11;BD;75011.0
8901;65;3203;SEDAINE;75;PARIS 11;RUE;75011.0
4939;52;3203;JEAN PIERRE TIMBAUD;75;PARIS 11;RUE;75011.0
8699;58;3203;SAINT MAUR;75;PARIS 11;RUE;75011.0
8941;36;3203;SERVAN;75;PARIS 11;RUE;75011.0
2472;72;3204;CROZATIER;75;PARIS 12;RUE;75012.0
6858;64;3203;OBERKAMPF;75;PARIS 11;RUE;75011.0
5467;16;3204;LEDRU ROLLIN;75;PARIS 12;AV;75012.0
3717;50;3203;DE LA FONTAINE AU ROI;75;PARIS 11;RUE;75011.0
4340;16;3203;GRISET;75;PARIS 11;CITE;75011.0
6549;12;3204;MOREAU;75;PARIS 12;RUE;75012.0
4939;8;3203;JEAN PIERRE TIMBAUD;75;PARIS 11;RUE;75011.0
701;52;3203;BASFROI;75;PARIS 11;RUE;75011.0
5554;72;3203;LEON FROT;75;PARIS 11;RUE;75011.0
5107;6;3203;JULES VALLES;75;PARIS 11;RUE;75011.0
7067;17;3203;PARMENTIER;75;PARIS 11;AV;75011.0
881;251;3204;DE BERCY;75;PARIS 12;RUE;75012.0
8901;28;3203;SEDAINE;75;PARIS 11;RUE;75011.0
5772;13;3204;LOUIS BRAILLE;75;PARIS 12;RUE;75012.0
4939;71;3203;JEAN PIERRE TIMBAUD;75;PARIS 11;RUE;75011.0
2584;84;3204;DAUMESNIL;75;PARIS 12;AV;75012.0
6267;75;3203;DE MENILMONTANT;75;PARIS 11;BD;75011.0
9907;157;3203;VOLTAIRE;75;PARIS 11;BD;75011.0
7312;41;3203;PETION;75;PARIS 11;RUE;75011.0
9850;66;3204;DE VINCENNES;75;PARIS 12;CRS;75012.0
4517;22;3204;HECTOR MALOT;75;PARIS 12;RUE;75012.0
7402;34;3204;DE PICPUS;75;PARIS 12;RUE;75012.0
1966;98;3203;DU CHEMIN VERT;75;PARIS 11;RUE;75011.0
2584;120;3204;DAUMESNIL;75;PARIS 12;AV;75012.0
7402;50;3204;DE PICPUS;75;PARIS 12;RUE;75012.0
8699;35;3203;SAINT MAUR;75;PARIS 11;RUE;75011.0
3514;82;3204;DU FBG ST ANTOINE;75;PARIS 12;RUE;75012.0
6730;5;3203;NEUVE POPINCOURT;75;PARIS 11;RUE;75011.0
4390;11;3203;GUILLAUME BERTRAND;75;PARIS 11;RUE;75011.0
4075;112;3204;DU GAL MICHEL BIZOT;75;PARIS 12;AV;75012.0
7457;13;3203;DE LA PIERRE LEVEE;75;PARIS 11;RUE;75011.0
9907;215;3203;VOLTAIRE;75;PARIS 11;BD;75011.0
8174;24;3204;DE REUILLY;75;PARIS 12;BD;75012.0
6730;11;3203;NEUVE POPINCOURT;75;PARIS 11;RUE;75011.0
6495;40;3204;MONTGALLET;75;PARIS 12;RUE;75012.0
7380;50;3203;PHILIPPE AUGUSTE;75;PARIS 11;AV;75011.0
7067;38;3203;PARMENTIER;75;PARIS 11;AV;75011.0
2584;56;3204;DAUMESNIL;75;PARIS 12;AV;75012.0
7123;22;3203;PAUL BERT;75;PARIS 11;RUE;75011.0
5298;30;3204;LAMBLARDIE;75;PARIS 12;RUE;75012.0
9907;265;3203;VOLTAIRE;75;PARIS 11;BD;75011.0
7626;40;3203;POPINCOURT;75;PARIS 11;RUE;75011.0
8901;30;3203;SEDAINE;75;PARIS 11;RUE;75011.0
5467;163;3203;LEDRU ROLLIN;75;PARIS 11;AV;75011.0
7624;18;3203;POPINCOURT;75;PARIS 11;CITE;75011.0
9907;140;3203;VOLTAIRE;75;PARIS 11;BD;75011.0
8699;130;3203;SAINT MAUR;75;PARIS 11;RUE;75011.0
8901;56;3203;SEDAINE;75;PARIS 11;RUE;75011.0
4231;3;3203;DES GONCOURT;75;PARIS 11;RUE;75011.0
3700;72;3203;DE LA FOLIE MERICOURT;75;PARIS 11;RUE;75011.0
5866;18;3204;DE LYON;75;PARIS 12;RUE;75012.0
6530;90;3203;DE MONTREUIL;75;PARIS 11;RUE;75011.0
1794;296;3204;DE CHARENTON;75;PARIS 12;RUE;75012.0
5144;38;3203;KELLER;75;PARIS 11;RUE;75011.0
7326;10;3203;DE LA PETITE PIERRE;75;PARIS 11;RUE;75011.0
32;8;3204;ABEL LEBLANC;75;PARIS 12;PAS;75012.0
6530;93;3203;DE MONTREUIL;75;PARIS 11;RUE;75011.0
1794;251;3204;DE CHARENTON;75;PARIS 12;RUE;75012.0
7401;38;3204;DE PICPUS;75;PARIS 12;BD;75012.0
7624;18;3203;POPINCOURT;75;PARIS 11;CITE;75011.0
8358;59;3203;DE LA ROQUETTE;75;PARIS 11;RUE;75011.0
8699;16;3203;SAINT MAUR;75;PARIS 11;RUE;75011.0
3027;5;3203;DURANTI;75;PARIS 11;RUE;75011.0
9907;190;3203;VOLTAIRE;75;PARIS 11;BD;75011.0
5237;16;3204;LACUEE;75;PARIS 12;RUE;75012.0
9907;241;3203;VOLTAIRE;75;PARIS 11;BD;75011.0
4939;85;3203;JEAN PIERRE TIMBAUD;75;PARIS 11;RUE;75011.0
8208;74;3203;RICHARD LENOIR;75;PARIS 11;BD;75011.0
5770;11;3203;LOUIS BONNET;75;PARIS 11;RUE;75011.0
2599;18;3203;DAVAL;75;PARIS 11;RUE;75011.0
4075;113;3204;DU GAL MICHEL BIZOT;75;PARIS 12;AV;75012.0
2647;8;3203;DEGUERRY;75;PARIS 11;RUE;75011.0
6553;21;3203;MORET;75;PARIS 11;RUE;75011.0
4075;102;3204;DU GAL MICHEL BIZOT;75;PARIS 12;AV;75012.0
1966;128;3203;DU CHEMIN VERT;75;PARIS 11;RUE;75011.0
2076;56;3204;CLAUDE DECAEN;75;PARIS 12;RUE;75012.0
5920;5;3203;DE LA MAIN D OR;75;PARIS 11;RUE;75011.0
9747;2;3204;VICTOR CHEVREUIL;75;PARIS 12;RUE;75012.0
8208;92;3203;RICHARD LENOIR;75;PARIS 11;BD;75011.0
8901;46;3203;SEDAINE;75;PARIS 11;RUE;75011.0
2472;11;3204;CROZATIER;75;PARIS 12;RUE;75012.0
7624;14;3203;POPINCOURT;75;PARIS 11;CITE;75011.0
7380;84;3203;PHILIPPE AUGUSTE;75;PARIS 11;AV;75011.0
2404;15;3203;COURTOIS;75;PARIS 11;PAS;75011.0
8699;47;3203;SAINT MAUR;75;PARIS 11;RUE;75011.0
1459;14;3203;CAMILLE DESMOULINS;75;PARIS 11;RUE;75011.0
6730;15;3203;NEUVE POPINCOURT;75;PARIS 11;RUE;75011.0
8546;2;3204;SAINTE CLAIRE DEVILLE;75;PARIS 12;RUE;75012.0
9456;9;3203;DES TROIS BORNES;75;PARIS 11;RUE;75011.0
3186;6;3204;ELISA LEMONNIER;75;PARIS 12;RUE;75012.0
9907;273;3203;VOLTAIRE;75;PARIS 11;BD;75011.0
8005;18;3204;DE RAMBERVILLERS;75;PARIS 12;RUE;75012.0
2792;78;3204;DIDEROT;75;PARIS 12;BD;75012.0
9353;6;3204;DE TOUL;75;PARIS 12;RUE;75012.0
2002;6;3203;CHEVREUL;75;PARIS 11;RUE;75011.0
7402;50;3204;DE PICPUS;75;PARIS 12;RUE;75012.0
8699;130;3203;SAINT MAUR;75;PARIS 11;RUE;75011.0
3737;21;3203;DE LA FORGE ROYALE;75;PARIS 11;RUE;75011.0
933;10;3203;BESLAY;75;PARIS 11;PAS;75011.0
6530;78;3203;DE MONTREUIL;75;PARIS 11;RUE;75011.0
9190;24;3203;DU TEMPLE;75;PARIS 11;BD;75011.0
9907;39;3203;VOLTAIRE;75;PARIS 11;BD;75011.0
701;52;3203;BASFROI;75;PARIS 11;RUE;75011.0
2584;120;3204;DAUMESNIL;75;PARIS 12;AV;75012.0
2584;191;3204;DAUMESNIL;75;PARIS 12;AV;75012.0
4078;4;3203;DU GENERAL RENAULT;75;PARIS 11;RUE;75011.0
8378;12;3204;ROTTEMBOURG;75;PARIS 12;RUE;75012.0
9326;32;3203;TITON;75;PARIS 11;RUE;75011.0
809;11;3204;DU BEL AIR;75;PARIS 12;AV;75012.0
4075;97;3204;DU GAL MICHEL BIZOT;75;PARIS 12;AV;75012.0
200;20;3204;D ALIGRE;75;PARIS 12;RUE;75012.0
2475;11;3203;DE CRUSSOL;75;PARIS 11;RUE;75011.0
8714;5;3204;SAINT NICOLAS;75;PARIS 12;RUE;75012.0
6029;4;3203;DU MARCHE POPINCOURT;75;PARIS 11;RUE;75011.0
9912;10;3203;VOLTAIRE;75;PARIS 11;RUE;75011.0
2076;44;3204;CLAUDE DECAEN;75;PARIS 12;RUE;75012.0
7380;84;3203;PHILIPPE AUGUSTE;75;PARIS 11;AV;75011.0
8927;30;3204;DU SERGENT BAUCHAT;75;PARIS 12;RUE;75012.0
8683;9;3204;DE SAINT MANDE;75;PARIS 12;VLA;75012.0
7401;38;3204;DE PICPUS;75;PARIS 12;BD;75012.0
8174;67;3204;DE REUILLY;75;PARIS 12;BD;75012.0
272;88;3203;AMELOT;75;PARIS 11;RUE;75011.0
8175;31;3204;DE REUILLY;75;PARIS 12;RUE;75012.0
2584;28;3204;DAUMESNIL;75;PARIS 12;AV;75012.0
5467;73;3204;LEDRU ROLLIN;75;PARIS 12;AV;75012.0
155;4;3203;ALEXANDRE DUMAS;75;PARIS 11;RUE;75011.0
3514;268;3204;DU FBG ST ANTOINE;75;PARIS 12;RUE;75012.0
3485;12;3203;FAIDHERBE;75;PARIS 11;RUE;75011.0
4845;20;3203;JEAN AICARD;75;PARIS 11;AV;75011.0
8175;114;3204;DE REUILLY;75;PARIS 12;RUE;75012.0
4939;78;3203;JEAN PIERRE TIMBAUD;75;PARIS 11;RUE;75011.0
6304;27;3204;DES MEUNIERS;75;PARIS 12;RUE;75012.0
8699;176;3203;SAINT MAUR;75;PARIS 11;RUE;75011.0
9639;18;3204;DE LA VEGA;75;PARIS 12;RUE;75012.0
7501;8;3203;PIVER;75;PARIS 11;PAS;75011.0
3485;41;3203;FAIDHERBE;75;PARIS 11;RUE;75011.0
7624;14;3203;POPINCOURT;75;PARIS 11;CITE;75011.0
3312;3;3204;ERARD;75;PARIS 12;IMP;75012.0
1888;90;3203;DE CHARONNE;75;PARIS 11;RUE;75011.0
8137;40;3204;DU RENDEZ VOUS;75;PARIS 12;RUE;75012.0
3700;40;3203;DE LA FOLIE MERICOURT;75;PARIS 11;RUE;75011.0
2836;6;3204;DU DOCTEUR GOUJON;75;PARIS 12;RUE;75012.0
832;17;3203;DE BELLEVILLE;75;PARIS 11;BD;75011.0
7067;25;3203;PARMENTIER;75;PARIS 11;AV;75011.0
1966;25;3203;DU CHEMIN VERT;75;PARIS 11;RUE;75011.0
8174;39;3204;DE REUILLY;75;PARIS 12;BD;75012.0
809;21;3204;DU BEL AIR;75;PARIS 12;AV;75012.0
4700;8;3203;IMMEUBLES INDUSTRIELS;75;PARIS 11;RUE;75011.0
4214;6;3203;GOBERT;75;PARIS 11;RUE;75011.0
4094;24;3204;DU GENIE;75;PARIS 12;PAS;75012.0
6858;64;3203;OBERKAMPF;75;PARIS 11;RUE;75011.0
6858;88;3203;OBERKAMPF;75;PARIS 11;RUE;75011.0
6484;31;3204;MONTERA;75;PARIS 12;RUE;75012.0
2076;41;3204;CLAUDE DECAEN;75;PARIS 12;RUE;75012.0
8358;53;3203;DE LA ROQUETTE;75;PARIS 11;RUE;75011.0
803;18;3204;BECCARIA;75;PARIS 12;RUE;75012.0
5344;20;3203;DE LAPPE;75;PARIS 11;RUE;75011.0
6858;120;3203;OBERKAMPF;75;PARIS 11;RUE;75011.0
8358;129;3203;DE LA ROQUETTE;75;PARIS 11;RUE;75011.0
588;20;3204;D AUSTERLITZ;75;PARIS 12;RUE;75012.0
7457;17;3203;DE LA PIERRE LEVEE;75;PARIS 11;RUE;75011.0
1888;142;3203;DE CHARONNE;75;PARIS 11;RUE;75011.0
1095;12;3203;DE LA BONNE GRAINE;75;PARIS 11;PAS;75011.0
2716;8;3203;DESARGUES;75;PARIS 11;RUE;75011.0
7067;103;3203;PARMENTIER;75;PARIS 11;AV;75011.0
1026;19;3203;DES BLUETS;75;PARIS 11;RUE;75011.0
8682;59;3204;DE SAINT MANDE;75;PARIS 12;AV;75012.0
6484;31;3204;MONTERA;75;PARIS 12;RUE;75012.0
8209;50;3203;RICHARD LENOIR;75;PARIS 11;RUE;75011.0
3341;8;3204;ERNEST LACOSTE;75;PARIS 12;RUE;75012.0
8208;67;3203;RICHARD LENOIR;75;PARIS 11;BD;75011.0
497;7;3203;DE L ASILE POPINCOURT;75;PARIS 11;RUE;75011.0
3703;38;3203;DE LA FOLIE REGNAULT;75;PARIS 11;RUE;75011.0
2086;26;3204;CLAUDE TILLIER;75;PARIS 12;RUE;75012.0
2213;11;3204;DU COLONEL OUDOT;75;PARIS 12;RUE;75012.0
7402;124;3204;DE PICPUS;75;PARIS 12;RUE;75012.0
3508;84;3203;DU FAUBOURG DU TEMPLE;75;PARIS 11;RUE;75011.0
4340;16;3203;GRISET;75;PARIS 11;CITE;75011.0
5144;30;3203;KELLER;75;PARIS 11;RUE;75011.0
272;66;3203;AMELOT;75;PARIS 11;RUE;75011.0
272;153;3203;AMELOT;75;PARIS 11;RUE;75011.0
6624;22;3204;MOYNET;75;PARIS 12;CITE;75012.0
8174;24;3204;DE REUILLY;75;PARIS 12;BD;75012.0
9702;10;3205;VERONESE;75;PARIS 13;RUE;75013.0
