no_disposition;date_mutation;valeur_fonciere
1;2020-06-30;342000
1;2020-06-26;200000
1;2020-06-30;250000
1;2020-06-29;112000
1;2020-06-26;154863
1;2020-06-30;281300
1;2020-01-10;148500
1;2020-01-28;106000
1;2020-01-15;56990
1;2020-01-27;133500
1;2020-02-25;54900
1;2020-02-29;106300
1;2020-02-20;116500
1;2020-02-13;48000
1;2020-03-11;96740
1;2020-03-12;67000
1;2020-04-14;37000
1;2020-04-15;87000
1;2020-05-11;43500
1;2020-05-04;107180
1;2020-05-28;59000
1;2020-05-15;139000
1;2020-05-28;297000
1;2020-05-26;105000
1;2020-06-02;29000
1;2020-05-29;77000
1;2020-05-29;93850
1;2020-05-19;132000
1;2020-06-04;111000
1;2020-05-20;100000
1;2020-05-28;53000
1;2020-06-09;97000
1;2020-06-29;35000
1;2020-06-29;104400
1;2020-06-08;242000
1;2020-01-10;78000
1;2020-01-09;290000
1;2020-01-06;54000
1;2020-01-16;61600
1;2020-01-15;239000
1;2020-01-22;132900
1;2020-01-27;104500
1;2020-01-13;62000
1;2020-01-04;87900
1;2020-01-24;274300
1;2020-01-29;252000
1;2020-01-31;72000
1;2020-01-15;85000
1;2020-01-29;85750
1;2020-01-27;42000
1;2020-02-14;193800
1;2020-01-29;69000
1;2020-02-03;140125
1;2020-02-13;64500
1;2020-02-18;60000
1;2020-02-20;210000
1;2020-02-15;179650
1;2020-02-14;135000
1;2020-02-06;70000
1;2020-03-02;273000
1;2020-02-13;44000
1;2020-02-25;191500
1;2020-02-14;101890
1;2020-02-13;192950
1;2020-02-28;169845
1;2020-02-20;131000
1;2020-02-18;65000
1;2020-02-24;112500
1;2020-02-18;67000
1;2020-02-25;53000
1;2020-03-06;116500
1;2020-03-05;128500
1;2020-02-27;101220
1;2020-03-05;109000
1;2020-02-20;88500
1;2020-03-04;53800
1;2020-02-21;219970
1;2020-02-27;55000
1;2020-03-13;168500
1;2020-03-06;271000
1;2020-03-12;116000
1;2020-03-05;85000
1;2020-03-06;161500
1;2020-03-23;167000
1;2020-03-17;120000
1;2020-02-28;220000
1;2020-03-12;198000
1;2020-04-01;69000
1;2020-04-01;117000
1;2020-03-04;77000
1;2020-04-22;74500
1;2020-04-30;134800
1;2020-04-24;162000
1;2020-04-30;202700
1;2020-04-29;64000
1;2020-05-15;115000
1;2020-05-14;57000
1;2020-05-29;80000
1;2020-05-22;100000
1;2020-06-04;208860
1;2020-05-28;154585
1;2020-06-12;63000
1;2020-01-10;140000
1;2020-01-16;142641
1;2020-01-23;86000
1;2020-01-06;224900
1;2020-01-25;171990
1;2020-01-15;125000
1;2020-01-31;92500
1;2020-01-22;226000
1;2020-02-11;345000
1;2020-01-31;59500
1;2020-02-01;29000
1;2020-02-13;72000
1;2020-02-05;125000
1;2020-02-10;127500
1;2020-02-14;38500
1;2020-02-24;120000
1;2020-02-18;43000
1;2020-02-10;62000
1;2020-02-19;57500
1;2020-02-18;18090
1;2020-02-15;66000
1;2020-02-14;148000
1;2020-02-25;143600
1;2020-02-21;176400
1;2020-03-13;74500
1;2020-03-13;29000
1;2020-03-09;38000
1;2020-03-11;73000
1;2020-03-11;90000
1;2020-03-10;42000
1;2020-03-06;70000
1;2020-04-17;280000
1;2020-04-03;81000
1;2020-04-30;71000
1;2020-04-21;114000
1;2020-04-24;77000
1;2020-05-20;39854
1;2020-03-07;133000
1;2020-05-16;72692
1;2020-05-07;40000
1;2020-05-26;232800
1;2020-05-18;95950
1;2020-05-22;100000
1;2020-06-03;52480
1;2020-06-04;34000
1;2020-05-29;63000
1;2020-05-18;63500
1;2020-06-13;48860
1;2020-06-04;65500
1;2020-06-08;110000
1;2020-06-24;110000
1;2020-06-19;154000
1;2020-06-18;212500
1;2020-06-05;57500
1;2020-06-06;122000
1;2020-06-08;36000
1;2020-06-29;63000
1;2020-06-30;129000
1;2020-06-12;65000
1;2020-06-11;54500
1;2020-06-24;19000
1;2020-06-23;157500
1;2020-01-25;71450
1;2020-01-22;59000
1;2020-02-19;137000
1;2020-04-17;55000
1;2020-05-15;155000
1;2020-01-23;61000
1;2020-01-22;147000
1;2020-02-12;43000
1;2020-05-29;56500
1;2020-06-11;48500
1;2020-06-18;50000
1;2020-06-08;57100
1;2020-06-09;100000
1;2020-01-08;113000
1;2020-01-22;95000
1;2020-01-25;82500
1;2020-01-29;39239
1;2020-02-24;132000
1;2020-03-03;87750
1;2020-05-12;120000
1;2020-05-19;109000
1;2020-05-19;100000
1;2020-01-22;85000
1;2020-01-24;48000
1;2020-02-17;125012
1;2020-02-24;83000
1;2020-02-07;68000
1;2020-02-28;99109.61
1;2020-04-27;90000
1;2020-04-28;100000
1;2020-04-30;163200
1;2020-05-29;26000
1;2020-05-23;120000
1;2020-01-04;57200
1;2020-01-06;90000
1;2020-01-30;76590
1;2020-01-03;97000
1;2020-01-10;70000
1;2020-02-01;173950
1;2020-01-09;83600
1;2020-01-24;121000
1;2020-01-27;43000
1;2020-01-22;168000
1;2020-01-16;49000
1;2020-01-20;92000
1;2020-01-16;53000
1;2020-01-11;120680
1;2020-01-13;46810
1;2020-01-16;62000
1;2020-01-16;64000
1;2020-01-30;68947
1;2020-01-30;85000
1;2020-01-28;42000
1;2020-02-18;78000
1;2020-01-31;26000
1;2020-02-17;118000
1;2020-02-12;76000
1;2020-02-07;85000
1;2020-02-25;64500
1;2020-02-28;53800
1;2020-02-27;158000
1;2020-02-14;45000
1;2020-02-28;111000
1;2020-02-26;176000
1;2020-02-28;69000
1;2020-03-06;52000
1;2020-02-29;81500
1;2020-03-06;156400
1;2020-03-09;185000
1;2020-02-26;100000
1;2020-03-09;92000
1;2020-03-05;53500
1;2020-02-27;184000
1;2020-03-06;199100
1;2020-03-10;141130
1;2020-03-13;64300
1;2020-03-12;125800
1;2020-03-02;73000
1;2020-03-05;113000
1;2020-03-30;88800
1;2020-03-11;153150
1;2020-03-17;55000
1;2020-03-19;88200
1;2020-03-10;169300
1;2020-03-27;66000
1;2020-04-03;129500
1;2020-04-10;57500
1;2020-04-07;75200
1;2020-05-06;163500
1;2020-04-22;77000
1;2020-04-30;130000
1;2020-04-30;60000
1;2020-05-19;85000
1;2020-05-11;86000
1;2020-05-25;81900
1;2020-05-14;94500
1;2020-05-20;69100
1;2020-05-28;85000
1;2020-05-22;56000
1;2020-05-29;195000
1;2020-05-22;110305
1;2020-06-24;73500
1;2020-06-19;185620
1;2020-06-18;55000
1;2020-06-26;245950
1;2020-06-16;100725
1;2020-06-15;168500
1;2020-06-26;63550
1;2020-06-29;17000
1;2020-01-29;139000
1;2020-01-16;40000
1;2020-01-14;80000
1;2020-01-31;600000
1;2020-01-28;93000
1;2020-01-21;282000
1;2020-02-11;375500
1;2020-01-31;386000
1;2020-02-10;220749
1;2020-02-25;215000
1;2020-02-21;384050
1;2020-02-07;105000
1;2020-02-13;200000
1;2020-02-11;267500
1;2020-02-27;471429
1;2020-02-14;96000
1;2020-02-19;76000
1;2020-02-27;126500
1;2020-02-21;372000
1;2020-03-06;294650
2;2020-02-27;30000
1;2020-02-27;130000
1;2020-02-21;190000
1;2020-03-05;147000
1;2020-03-11;368300
1;2020-02-27;181460
1;2020-03-06;440000
1;2020-02-24;240000
1;2020-02-24;108000
1;2020-03-13;400000
1;2020-03-17;400000
1;2020-03-14;100000
1;2020-03-11;137000
1;2020-03-13;195000
1;2020-03-05;119000
1;2020-02-24;505000
1;2020-03-06;633000
1;2020-03-21;128000
1;2020-03-23;129000
1;2020-03-06;770000
1;2020-03-27;270000
1;2020-03-25;136500
1;2020-03-06;180500
1;2020-03-04;125000
1;2020-03-12;89500
1;2020-03-13;194672.4
1;2020-03-20;152000
1;2020-03-24;100000
1;2020-03-17;285000
1;2020-03-19;264000
1;2020-03-16;278410
1;2020-04-01;440000
1;2020-04-03;150000
1;2020-03-11;343000
1;2020-04-21;148000
1;2020-04-22;140000
1;2020-04-02;160000
1;2020-04-06;158500
1;2020-03-27;308000
1;2020-04-29;144000
1;2020-04-14;318000
1;2020-04-27;64000
1;2020-03-13;173500
1;2020-05-07;92500
1;2020-04-29;645000
1;2020-05-14;588000
1;2020-04-24;165000
1;2020-05-14;295500
1;2020-05-12;440000
1;2020-05-13;290000
1;2020-05-18;36000
1;2020-05-14;134900
1;2020-05-20;276000
1;2020-05-19;94000
1;2020-05-19;434800
1;2020-05-18;92100
1;2020-05-20;159600
1;2020-05-12;350000
1;2020-05-29;70000
1;2020-05-15;363510
1;2020-05-27;85000
1;2020-05-29;153000
1;2020-05-20;373200
1;2020-05-19;184000
1;2020-05-26;180000
1;2020-05-15;790000
1;2020-05-15;299420
1;2020-05-20;150000
1;2020-05-25;145150
1;2020-05-27;142000
1;2020-05-19;124500
1;2020-05-20;178493
1;2020-05-28;100000
1;2020-06-02;147000
1;2020-06-10;130000
1;2020-05-25;132900
1;2020-06-05;165000
1;2020-06-10;129000
1;2020-06-04;115000
1;2020-06-25;110000
1;2020-06-22;17000
1;2020-06-18;224000
1;2020-06-08;243750
1;2020-06-09;140000
1;2020-06-26;170000
1;2020-06-25;39000
1;2020-06-19;309750
1;2020-06-30;135000
1;2020-06-19;195000
1;2020-01-31;32000
1;2020-01-17;163000
1;2020-02-03;65000
1;2020-02-07;150000
1;2020-02-17;122000
1;2020-02-15;156750
1;2020-02-25;128385
1;2020-03-02;40000
1;2020-02-18;55000
1;2020-03-11;100000
1;2020-03-12;100000
1;2020-03-06;128000
1;2020-03-24;100000
1;2020-03-26;88000
1;2020-04-15;150000
1;2020-05-04;252000
1;2020-04-20;123000
1;2020-04-28;240000
1;2020-05-15;31300
1;2020-05-14;115000
1;2020-05-13;29100
1;2020-05-14;60040
1;2020-05-12;132500
1;2020-05-07;208800
1;2020-04-30;105000
1;2020-05-14;60000
1;2020-05-27;38000
1;2020-05-28;73500
1;2020-05-28;295000
1;2020-05-18;169000
1;2020-06-04;18000
1;2020-05-26;144000
1;2020-05-26;127000
1;2020-06-06;112000
2;2020-06-04;108000
1;2020-05-29;137000
1;2020-05-28;229000
1;2020-06-05;56000
1;2020-05-28;456000
1;2020-06-04;25000
1;2020-05-25;165000
1;2020-06-08;14000
1;2020-05-29;88000
1;2020-06-11;163500
1;2020-06-19;5000
1;2020-06-17;31000
1;2020-06-15;40000
1;2020-06-23;95000
1;2020-06-29;347350
1;2020-01-02;172850
1;2020-01-09;364100
1;2020-01-06;235200
1;2020-01-07;108600
1;2020-01-16;63500
1;2020-01-14;129500
1;2020-01-15;44500
1;2020-01-22;232080
1;2020-01-09;138000
1;2020-01-21;136150
1;2020-01-07;287000
1;2020-01-20;212000
1;2020-01-23;33360
1;2020-01-20;104500
1;2020-01-28;41000
1;2020-01-20;106600
1;2020-01-17;31000
1;2020-01-13;288000
1;2020-01-16;354000
1;2020-01-20;169500
1;2020-01-14;144500
1;2020-01-17;65100
1;2020-01-17;93000
1;2020-01-17;220000
1;2020-01-13;155000
1;2020-01-16;143500
1;2020-01-28;131500
1;2020-01-09;160000
1;2020-01-16;91000
1;2020-01-13;350000
1;2020-01-27;160000
1;2020-01-07;111500
1;2020-01-21;125950
1;2020-01-29;407000
1;2020-01-24;147800
1;2020-01-16;322950
1;2020-01-27;248650
1;2020-01-28;264730
1;2020-01-07;468000
1;2020-02-03;168833
1;2020-01-27;225000
1;2020-01-13;127200
1;2020-01-23;134400
1;2020-02-03;123000
1;2020-01-30;104000
1;2020-01-28;120000
1;2020-01-31;230800
1;2020-02-04;76800
1;2020-01-09;116000
1;2020-02-04;114050
1;2020-01-29;54000
1;2020-01-13;242900
1;2020-01-27;126500
1;2020-01-23;170500
1;2020-01-30;165000
1;2020-02-03;177500
1;2020-01-31;310000
1;2020-02-05;67500
1;2020-01-31;152000
1;2020-01-30;248000
1;2020-01-23;42000
1;2020-02-03;107650
1;2020-02-05;154350
1;2020-01-28;79000
1;2020-02-04;190000
1;2020-01-21;138160
1;2020-02-12;215250
1;2020-01-20;67000
2;2020-01-20;53000
1;2020-01-20;47000
1;2020-01-28;172500
1;2020-01-30;92000
1;2020-01-20;219000
1;2020-01-17;246410
1;2020-01-28;43000
1;2020-01-23;324700
1;2020-02-13;73500
1;2020-01-22;137000
1;2020-02-17;225000
1;2020-02-04;190000
1;2020-01-20;415300
1;2020-02-04;141000
1;2020-02-11;218100
1;2020-02-11;71735
1;2020-01-28;147300
1;2020-01-29;393000
1;2020-02-13;40397
1;2020-02-05;197700
1;2020-02-19;118000
1;2020-02-11;71000
1;2020-01-30;57000
1;2020-02-19;179000
1;2020-02-03;144500
1;2020-02-11;173000
1;2020-01-29;85000
1;2020-02-18;88000
1;2020-02-04;59875
1;2020-02-14;74045
1;2020-02-17;270000
1;2020-02-20;210000
1;2020-02-05;156500
1;2020-02-06;69000
1;2020-02-20;95000
1;2020-02-17;146000
1;2020-02-05;81500
1;2020-02-14;247000
1;2020-02-04;465000
1;2020-02-06;219000
1;2020-02-10;133500
1;2020-02-03;63200
1;2020-02-06;164000
1;2020-01-31;77000
1;2020-02-13;369000
1;2020-02-20;140000
1;2020-02-06;84000
1;2020-02-04;630000
1;2020-02-28;448000
1;2020-02-28;306580
1;2020-02-28;90000
1;2020-02-18;162000
1;2020-02-06;131090
1;2020-02-26;90830
1;2020-02-20;259000
1;2020-02-20;166000
1;2020-02-25;116000
1;2020-02-13;400600
1;2020-02-28;246480
1;2020-03-04;226000
1;2020-02-21;181000
1;2020-02-21;133700
1;2020-02-10;245000
1;2020-02-25;146000
1;2020-02-13;55000
1;2020-02-13;265000
1;2020-03-05;56500
1;2020-02-28;75000
1;2020-03-09;198340
1;2020-03-05;117000
1;2020-03-05;206800
1;2020-02-10;250300
1;2020-02-14;297700
1;2020-02-28;125500
1;2020-03-06;146200
1;2020-03-09;171920
1;2020-02-24;360000
1;2020-03-09;158000
1;2020-03-05;375000
1;2020-03-05;72000
1;2020-03-09;143790
1;2020-02-25;223000
1;2020-02-24;142000
1;2020-03-19;260000
1;2020-03-27;295000
1;2020-03-26;281000
1;2020-03-20;112500
1;2020-03-24;80000
1;2020-03-06;185200
1;2020-02-27;272000
1;2020-03-03;236000
1;2020-03-02;151000
1;2020-03-03;301000
1;2020-03-19;99000
1;2020-03-16;92651
1;2020-03-12;293000
1;2020-03-31;559000
1;2020-03-13;61500
1;2020-03-17;98000
1;2020-03-26;106000
1;2020-04-07;65000
1;2020-03-16;269000
1;2020-03-17;147000
1;2020-03-13;204000
1;2020-04-15;90800
1;2020-03-19;228850
1;2020-03-24;147500
1;2020-04-10;175000
1;2020-04-10;221000
1;2020-04-10;410000
1;2020-04-07;80000
1;2020-04-17;400000
1;2020-04-15;124000
2;2020-04-14;120800
1;2020-04-21;262050
1;2020-04-20;87000
1;2020-04-16;114000
1;2020-02-21;130500
1;2020-03-16;243300
1;2020-03-16;141575
1;2020-04-15;63000
1;2020-04-23;185000
1;2020-03-30;194901
1;2020-04-24;124000
1;2020-04-29;129900
1;2020-04-28;98800
1;2020-04-16;245000
1;2020-04-24;119394
1;2020-04-29;300000
1;2020-04-23;174900
1;2020-04-03;160000
1;2020-04-30;205000
1;2020-04-30;55000
1;2020-04-23;151000
1;2020-05-11;165500
1;2020-04-27;205000
1;2020-05-04;110000
1;2020-04-29;132440
1;2020-05-13;124500
1;2020-05-12;168000
1;2020-05-11;123000
1;2020-05-06;87000
1;2020-04-29;133200
1;2020-04-24;349000
1;2020-05-04;148000
1;2020-04-24;184272.5
1;2020-05-15;66000
1;2020-05-11;145000
1;2020-05-07;126100
1;2020-04-30;91000
1;2020-05-18;85000
1;2020-03-13;87000
1;2020-04-30;117000
1;2020-05-07;48000
1;2020-05-11;196500
1;2020-05-05;246000
1;2020-03-10;145000
1;2020-05-19;307500
1;2020-05-13;148000
1;2020-05-15;223000
1;2020-05-06;58000
1;2020-05-20;207000
1;2020-05-11;63000
1;2020-05-04;120000
1;2020-05-18;272000
1;2020-05-19;314000
1;2020-05-04;185500
1;2020-05-13;150860
1;2020-05-18;147500
1;2020-05-15;270000
1;2020-05-18;86000
1;2020-05-22;195000
1;2020-05-19;124000
1;2020-05-22;175000
1;2020-05-14;798000
1;2020-04-15;70000
1;2020-04-30;82000
1;2020-05-27;183000
1;2020-05-13;15445.35
1;2020-05-19;91940
1;2020-05-20;201000
1;2020-05-19;81000
1;2020-05-15;88200
1;2020-05-12;130000
1;2020-05-18;220000
1;2020-05-14;225300
1;2020-05-25;228200
1;2020-05-20;240000
1;2020-05-14;290000
1;2020-05-13;217000
1;2020-05-20;106000
1;2020-05-26;595000
1;2020-05-20;171000
1;2020-05-13;127700
1;2020-04-21;117000
1;2020-04-23;72500
1;2020-05-28;59000
1;2020-05-14;192000
1;2020-05-15;340000
1;2020-05-28;149000
1;2020-05-26;142380
1;2020-05-29;157000
1;2020-05-29;141500
1;2020-05-28;284000
1;2020-05-29;213000
1;2020-05-12;358000
1;2020-05-15;93000
1;2020-05-07;210000
1;2020-05-28;115000
1;2020-05-25;135000
1;2020-05-28;118800
1;2020-05-20;136000
1;2020-05-11;179000
1;2020-05-27;147000
1;2020-05-20;171150
1;2020-05-28;330000
1;2020-05-28;101000
1;2020-04-29;187000
1;2020-05-19;140000
1;2020-05-15;128000
1;2020-05-14;128600
1;2020-05-14;130000
1;2020-05-26;40000
1;2020-05-29;92500
1;2020-05-15;17200
1;2020-05-20;52000
1;2020-05-20;124450
1;2020-05-19;142500
1;2020-05-28;235500
1;2020-05-26;104000
1;2020-05-20;158000
1;2020-05-27;332500
1;2020-05-19;345000
1;2020-05-14;61000
1;2020-05-18;190000
1;2020-05-25;208000
1;2020-06-03;115700
1;2020-05-20;165000
1;2020-05-28;68500
1;2020-05-20;76000
1;2020-05-28;307050
1;2020-05-29;64500
1;2020-05-26;46000
1;2020-05-19;102000
1;2020-05-27;347500
1;2020-05-27;113000
1;2020-05-29;160000
1;2020-05-26;109000
1;2020-06-04;74000
1;2020-05-13;136000
1;2020-05-29;263000
1;2020-05-14;153000
1;2020-05-25;250000
1;2020-05-15;139000
1;2020-05-15;162000
1;2020-05-18;133000
1;2020-05-29;94000
1;2020-06-09;208250
1;2020-06-09;232000
1;2020-06-09;128500
1;2020-05-15;230951
1;2020-05-29;111000
1;2020-06-04;138000
1;2020-06-04;186000
1;2020-05-25;70000
1;2020-05-19;102500
1;2020-05-19;179000
1;2020-05-26;270000
1;2020-05-29;314000
1;2020-05-29;92000
1;2020-06-08;161000
1;2020-05-20;157250
1;2020-06-09;180000
1;2020-05-19;230000
1;2020-05-20;131000
1;2020-06-11;375000
1;2020-05-20;175000
1;2020-03-06;23000
1;2020-06-10;29000
1;2020-06-11;199000
1;2020-06-08;83000
1;2020-05-20;143000
1;2020-06-02;215000
1;2020-05-27;387000
1;2020-05-19;542500
1;2020-05-27;68000
1;2020-06-05;175000
1;2020-06-09;155000
1;2020-06-05;203000
1;2020-06-08;162200
1;2020-06-08;233000
1;2020-06-09;89000
1;2020-06-05;51210
1;2020-05-19;366800
1;2020-06-10;122000
1;2020-06-12;65400
1;2020-05-20;107000
1;2020-06-04;108000
1;2020-06-15;146150
1;2020-06-18;145000
1;2020-06-11;98000
1;2020-06-11;160000
1;2020-06-10;138000
1;2020-06-18;215000
1;2020-06-05;155000
1;2020-06-05;278000
1;2020-06-11;110000
1;2020-06-12;65500
1;2020-06-12;68100
1;2020-06-09;205650
1;2020-06-11;126000
1;2020-06-22;121000
1;2020-06-11;455000
1;2020-06-09;77450
1;2020-06-25;130000
1;2020-06-05;46000
1;2020-06-18;215000
1;2020-06-10;91000
1;2020-06-25;200000
1;2020-06-24;159000
1;2020-06-09;204300
1;2020-06-25;142180
1;2020-06-29;75500
1;2020-06-29;167000
1;2020-06-19;98500
1;2020-06-15;156000
1;2020-06-24;105000
1;2020-06-15;535000
1;2020-06-12;105000
1;2020-06-24;410000
1;2020-06-12;112000
1;2020-06-12;55000
1;2020-06-11;305000
1;2020-06-16;155000
1;2020-06-29;66760
1;2020-06-23;424300
1;2020-06-16;100000
1;2020-06-16;332000
1;2020-06-18;85000
1;2020-06-18;289978
1;2020-06-16;56000
1;2020-06-10;141000
1;2020-06-19;134000
1;2020-06-15;220000
1;2020-06-26;234800
1;2020-06-19;96000
1;2020-06-15;127000
1;2020-06-29;269950
1;2020-06-30;96500
1;2020-06-26;140000
1;2020-06-30;95000
1;2020-06-29;93000
1;2020-06-23;65000
1;2020-06-29;165000
1;2020-06-26;65000
1;2020-06-29;262000
1;2020-06-30;114200
1;2020-06-29;153500
1;2020-06-30;52500
1;2020-06-30;75000
1;2020-06-26;45000
1;2020-06-30;80000
1;2020-06-29;201850
1;2020-06-29;154000
1;2020-06-26;250000
1;2020-06-30;140000
1;2020-06-15;77020
1;2020-06-25;124000
1;2020-06-12;69800
1;2020-06-29;248000
1;2020-01-03;300000
1;2020-01-03;150020
1;2020-01-03;99840
1;2020-01-10;85000
1;2020-01-09;490530
1;2020-01-07;132500
1;2020-01-07;423000
1;2020-01-10;157500
1;2020-01-10;304000
1;2020-01-10;186200
1;2020-01-07;200000
1;2020-01-02;224000
1;2020-01-14;61850
1;2020-01-14;95000
1;2020-01-09;136950
1;2020-01-13;368000
1;2020-01-03;305000
1;2020-01-02;367000
1;2020-01-16;202000
1;2020-01-10;252700
1;2020-01-02;120500
1;2020-01-09;200000
1;2020-01-14;82000
1;2020-01-20;317000
1;2020-01-23;225000
1;2020-01-14;197000
1;2020-01-13;176000
1;2020-01-24;157000
1;2020-01-07;70000
1;2020-01-23;420000
1;2020-01-14;281000
1;2020-01-06;148500
1;2020-01-23;193000
1;2020-01-28;142700
1;2020-01-09;81000
1;2020-01-17;237000
1;2020-01-06;372841
1;2020-01-23;195000
1;2020-01-14;211000
1;2020-01-14;125142
1;2020-01-07;371270
1;2020-01-09;81320
1;2020-01-24;139300
1;2020-01-20;90450
1;2020-01-13;77200
1;2020-01-13;245000
1;2020-01-21;84300
1;2020-01-15;309000
1;2020-01-17;259000
1;2020-01-21;348000
1;2020-01-24;206070
1;2020-01-20;91000
1;2020-01-24;109040
1;2020-01-28;219700
1;2020-01-14;338000
1;2020-01-15;157000
1;2020-01-17;258000
1;2020-01-24;101150
1;2020-01-31;565000
1;2020-01-10;205000
1;2020-01-31;389000
1;2020-01-28;476100
1;2020-01-30;217000
1;2020-01-31;348350
1;2020-01-31;159000
1;2020-01-11;135000
1;2020-01-27;119000
1;2020-01-24;102060
1;2020-01-28;146000
1;2020-01-24;42500
1;2020-01-17;649000
1;2020-01-24;154000
1;2020-01-28;58500
1;2020-01-30;457000
1;2020-01-21;63000
1;2020-01-21;235000
1;2020-01-13;270000
1;2020-01-24;135000
1;2020-01-24;277000
1;2020-01-21;140000
1;2020-01-24;282000
1;2020-02-04;229000
1;2020-02-11;183300
1;2020-01-21;117200
1;2020-01-17;208780
1;2020-01-17;125000
1;2020-02-05;174700
1;2020-02-06;120400
1;2020-01-22;131250
1;2020-01-24;155000
1;2020-01-31;93300
1;2020-02-07;77000
1;2020-02-13;143000
1;2020-01-31;272000
1;2020-01-22;615000
1;2020-01-23;76600
1;2020-01-23;63000
1;2020-02-03;740000
1;2020-02-13;316000
1;2020-02-12;139000
1;2020-02-14;170550
1;2020-02-10;214286
1;2020-02-13;162000
1;2020-01-13;80000
1;2020-01-28;140000
1;2020-02-06;197950
1;2020-01-27;45000
1;2020-01-23;151750
1;2020-02-13;152000
1;2020-01-27;64000
1;2020-02-20;247000
1;2020-02-14;121420
1;2020-02-04;173520
1;2020-01-31;76500
1;2020-02-24;52500
1;2020-01-30;400000
1;2020-02-05;176000
1;2020-01-30;112500
1;2020-01-30;88650
1;2020-01-31;142000
1;2020-02-17;343600
1;2020-02-07;124000
1;2020-02-21;320000
1;2020-02-24;154830
1;2020-02-13;166000
1;2020-02-13;131000
1;2020-02-14;137000
1;2020-02-12;180000
1;2020-02-04;284500
1;2020-01-31;186656
1;2020-02-06;258000
1;2020-02-05;204786
1;2020-02-05;288000
1;2020-02-13;128500
1;2020-02-12;140000
1;2020-02-04;414750
1;2020-02-13;235000
1;2020-02-20;213150
1;2020-02-26;210800
1;2020-03-02;111000
1;2020-02-21;199670
1;2020-02-10;159280
1;2020-02-20;242000
1;2020-02-14;131500
1;2020-02-25;125000
1;2020-02-28;218000
1;2020-02-05;112170
1;2020-01-17;540550
1;2020-02-28;282400
1;2020-02-20;457500
1;2020-02-10;190000
1;2020-02-27;93500
1;2020-03-03;253000
1;2020-02-18;118365
1;2020-02-29;260000
1;2020-02-28;257000
1;2020-03-02;264000
1;2020-02-07;88000
1;2020-02-13;175000
1;2020-02-14;141550
1;2020-02-14;66000
1;2020-02-19;177000
1;2020-02-28;272070
1;2020-02-26;112000
1;2020-02-14;138000
1;2020-02-26;32000
1;2020-02-28;380419
1;2020-02-24;433000
1;2020-02-27;477000
1;2020-02-27;123000
1;2020-02-21;334600
1;2020-02-20;75000
1;2020-02-25;103000
1;2020-03-03;229000
1;2020-02-18;85000
1;2020-02-28;274000
1;2020-02-21;118000
1;2020-02-17;72964
1;2020-02-18;210900
1;2020-02-17;174500
1;2020-03-06;194900
1;2020-02-25;156800
1;2020-02-28;403900
1;2020-02-21;85500
1;2020-02-28;255000
1;2020-02-28;197390
1;2020-02-28;178500
1;2020-02-26;207000
1;2020-03-16;181000
1;2020-02-20;126500
1;2020-03-02;250000
1;2020-03-06;39000
1;2020-03-05;635000
1;2020-03-10;255000
1;2020-03-05;224000
1;2020-03-10;133000
1;2020-03-04;235000
1;2020-03-13;342000
1;2020-03-10;449000
1;2020-03-05;120000
1;2020-03-09;169000
1;2020-03-09;129500
1;2020-02-27;97100
1;2020-03-09;286985
1;2020-03-03;217000
1;2020-03-02;180500
1;2020-03-09;92000
1;2020-03-12;132700
1;2020-03-09;515000
1;2020-03-16;155700
1;2020-03-13;333000
1;2020-03-12;96000
1;2020-03-09;156000
1;2020-03-10;230000
1;2020-02-04;280000
1;2020-03-13;122000
1;2020-03-23;112000
1;2020-03-23;153000
1;2020-03-24;488350
1;2020-03-03;205000
1;2020-02-21;147860
1;2020-03-02;274000
1;2020-03-23;258000
1;2020-03-13;82500
1;2020-03-12;113980
1;2020-03-13;128800
1;2020-03-23;172000
1;2020-03-11;105000
1;2020-04-01;142000
1;2020-03-05;249000
1;2020-03-20;153470
1;2020-03-16;179050
1;2020-03-17;278000
1;2020-03-17;207000
1;2020-03-04;170000
1;2020-03-09;63500
1;2020-03-27;125000
1;2020-03-05;170682
1;2020-04-09;185545
1;2020-04-02;500000
1;2020-03-31;167000
1;2020-03-24;285000
1;2020-03-27;278500
1;2020-03-17;91000
1;2020-03-24;226600
1;2020-03-13;215000
1;2020-03-11;225000
1;2020-04-08;62000
1;2020-03-17;224300
1;2020-03-16;116320
1;2020-03-19;210450
1;2020-04-14;179770
1;2020-04-10;253682
1;2020-04-10;310000
1;2020-04-10;134250
1;2020-03-13;598400
1;2020-04-14;83000
1;2020-04-10;219500
1;2020-03-20;106400
1;2020-03-16;276685
1;2020-03-27;70224.52
1;2020-04-17;154900
1;2020-04-20;66500
1;2020-04-16;59000
1;2020-04-23;203000
1;2020-04-23;190000
1;2020-04-03;259900
1;2020-04-20;270000
1;2020-04-20;284000
1;2020-03-30;195000
1;2020-04-27;146000
1;2020-02-28;208550
1;2020-04-23;650000
1;2020-04-09;90500
1;2020-04-24;125535
1;2020-04-02;104000
1;2020-03-17;55000
1;2020-04-28;152000
1;2020-04-09;187000
1;2020-04-24;105000
1;2020-04-27;304500
1;2020-04-27;369666
1;2020-04-30;180000
1;2020-05-04;263140
1;2020-04-24;239050
1;2020-04-24;98000
1;2020-04-17;253500
1;2020-04-27;111500
1;2020-04-20;123015
1;2020-05-07;133000
1;2020-05-07;215000
1;2020-04-24;208600
1;2020-04-30;1017500
1;2020-04-24;130000
1;2020-04-24;118400
