no_disposition;date_mutation;valeur_fonciere
1;2020-03-06;168000
1;2020-03-11;106800
1;2020-03-09;155500
1;2020-03-19;79900
1;2020-03-20;77685
1;2020-03-20;55110
1;2020-03-20;211000
1;2020-03-20;79500
1;2020-03-12;60377.36
1;2020-03-16;460000
1;2020-03-27;342150
1;2020-03-17;97750
1;2020-03-20;32034
1;2020-03-13;117000
1;2020-04-03;85200
1;2020-03-17;106560
1;2020-04-06;87000
1;2020-04-17;126000
1;2020-04-15;70600
1;2020-04-20;120540
1;2020-04-03;140600
1;2020-04-03;112000
1;2020-04-03;124600
1;2020-04-24;52425
1;2020-04-23;109300
1;2020-04-23;174000
1;2020-04-28;72500
1;2020-04-09;182650
1;2020-04-09;120600
1;2020-05-04;380000
1;2020-04-17;286000
1;2020-04-20;80000
1;2020-04-29;241659
1;2020-04-08;319000
1;2020-04-20;60000
1;2020-04-30;105000
1;2020-04-20;37600
1;2020-04-24;119500
1;2020-04-15;61000
1;2020-03-03;94800
1;2020-04-23;87000
1;2020-04-23;41500
1;2020-05-13;274750
1;2020-05-13;68140
1;2020-05-15;209440
1;2020-04-30;220000
1;2020-05-13;165000
1;2020-05-20;725000
1;2020-05-14;171000
1;2020-04-27;561000
1;2020-05-06;75000
1;2020-05-22;135000
1;2020-05-15;165770
1;2020-05-14;71500
1;2020-05-12;78500
1;2020-05-07;132050
1;2020-05-12;253440
1;2020-05-07;96000
1;2020-05-11;122900
1;2020-05-11;170000
1;2020-05-26;143000
1;2020-05-14;295000
1;2020-03-17;330000
1;2020-05-16;180650
1;2020-05-18;70000
1;2020-05-14;176550
1;2020-05-15;216450
1;2020-05-20;125000
1;2020-05-12;92740
1;2020-05-07;209000
1;2020-05-18;125950
1;2020-05-22;93400
1;2020-05-18;138600
1;2020-05-26;81000
1;2020-05-28;254500
1;2020-06-03;95000
1;2020-05-19;330000
1;2020-06-03;323000
1;2020-05-18;94500
1;2020-05-14;195000
1;2020-05-19;389615
1;2020-05-11;85000
1;2020-05-20;163930
1;2020-05-14;166500
1;2020-06-03;114570
1;2020-05-20;128900
1;2020-05-20;108000
1;2020-05-20;60895
1;2020-05-18;97660
1;2020-05-27;158500
1;2020-05-26;224000
1;2020-06-05;88350
1;2020-05-22;118000
1;2020-05-27;350000
1;2020-05-15;51585
1;2020-05-22;68700
1;2020-05-29;295000
1;2020-06-11;207000
1;2020-06-05;63060
1;2020-05-20;272000
1;2020-05-18;196000
1;2020-05-22;159000
1;2020-06-08;41550
1;2020-05-23;10000
1;2020-06-02;119550
1;2020-06-12;265000
1;2020-05-26;217650
1;2020-06-02;241186.77
1;2020-06-10;80100
1;2020-06-15;90000
1;2020-05-28;122000
1;2020-06-05;106000
1;2020-06-11;111250
1;2020-05-28;68500
1;2020-06-15;109000
1;2020-05-26;141300
1;2020-05-28;15000
1;2020-05-27;289490
1;2020-05-28;138000
1;2020-05-28;159650
1;2020-05-29;195000
1;2020-05-29;82000
1;2020-05-29;67860
1;2020-06-13;237500
1;2020-05-27;151000
1;2020-05-29;107000
1;2020-05-27;50000
1;2020-06-10;113200
1;2020-06-15;69000
1;2020-06-12;124000
1;2020-05-25;135000
1;2020-05-29;150700
1;2020-06-12;162020
1;2020-05-25;144000
1;2020-05-14;63100
1;2020-06-19;193290
1;2020-05-29;80000
1;2020-06-08;113905
1;2020-06-02;147000
1;2020-06-01;182500
1;2020-06-16;110500
1;2020-06-22;63000
1;2020-06-04;119500
1;2020-06-11;141000
1;2020-06-05;51500
1;2020-05-29;62000
1;2020-06-12;115000
1;2020-06-19;95171
1;2020-06-15;166500
1;2020-06-26;60000
1;2020-06-02;120000
1;2020-06-18;160000
1;2020-06-04;68000
1;2020-06-08;79000
1;2020-06-29;52000
1;2020-06-05;64000
1;2020-06-10;340641.38
1;2020-06-08;114850
1;2020-06-05;572000
1;2020-06-19;277700
1;2020-06-30;272150
1;2020-06-26;38000
1;2020-06-22;53500
1;2020-06-09;79600
1;2020-06-12;82000
1;2020-06-30;363050
1;2020-06-09;96300
1;2020-06-17;97000
1;2020-06-25;122752
1;2020-06-19;118000
1;2020-06-15;67000
1;2020-06-04;106000
1;2020-06-19;199000
1;2020-06-29;40000
1;2020-06-25;168900
1;2020-06-30;203310
1;2020-06-25;223000
1;2020-06-23;77500
1;2020-06-24;76000
1;2020-06-19;121000
1;2020-06-19;110200
1;2020-06-23;77260
1;2020-06-29;75000
1;2020-06-19;156000
1;2020-06-19;132890
1;2020-06-25;138000
1;2020-06-26;165000
1;2020-06-30;143000
1;2020-06-25;160377.36
1;2020-06-25;51000
1;2020-06-24;97000
1;2020-06-30;245000
1;2020-06-26;142500
1;2020-06-26;240500
1;2020-06-30;123000
1;2020-06-30;113000
1;2020-06-30;198000
1;2020-06-26;25000
1;2020-06-25;85000
1;2020-06-23;86650
1;2020-06-29;65750
1;2020-06-29;104500
1;2020-06-26;19941
1;2020-01-09;272825
1;2020-01-14;134500
1;2020-01-23;125000
1;2020-01-20;96000
1;2020-01-16;193000
1;2020-01-08;85800
1;2020-01-27;466544
1;2020-01-22;88000
1;2020-01-29;99540
1;2020-02-03;102680
1;2020-02-03;120000
1;2020-01-15;50000
1;2020-01-22;98050
1;2020-01-27;153200
1;2020-01-23;210000
1;2020-01-24;53000
1;2020-01-23;75000
1;2020-01-27;88000
1;2020-02-20;65000
1;2020-01-31;227700
1;2020-02-10;191625
1;2020-02-06;109900
1;2020-02-20;163450
1;2020-03-03;111000
1;2020-03-06;167050
1;2020-03-03;177250
1;2020-03-06;228800
1;2020-03-09;90000
1;2020-03-19;101600
1;2020-03-05;197900
1;2020-03-17;275930
1;2020-04-28;138450
1;2020-05-06;24000
1;2020-05-04;20000
1;2020-05-13;300000
1;2020-05-14;73770
1;2020-05-12;150500
1;2020-05-05;174900
1;2020-06-02;101000
1;2020-05-29;152000
1;2020-05-18;190000
1;2020-05-22;102650
1;2020-05-18;281000
1;2020-05-26;35000
1;2020-06-04;218050
1;2020-05-28;70000
1;2020-05-25;120000
1;2020-06-08;98000
1;2020-05-19;63000
1;2020-06-12;165000
1;2020-05-20;184900
1;2020-05-26;50000
1;2020-06-04;44000
1;2020-06-17;97000
1;2020-06-22;69050
1;2020-06-17;50000
1;2020-06-18;247000
1;2020-06-02;209245
1;2020-06-12;130000
1;2020-06-19;128250
1;2020-06-05;222950
1;2020-05-20;62000
1;2020-06-19;40000
1;2020-06-23;79000
1;2020-06-25;173000
1;2020-06-05;142000
1;2020-06-19;169000
1;2020-06-19;66500
1;2020-06-23;590000
1;2020-06-29;106000
1;2020-06-20;40000
1;2020-06-17;149675
1;2020-06-29;158000
1;2020-06-26;60000
1;2020-06-26;254900
1;2020-01-03;28000
1;2020-01-17;55500
1;2020-02-04;53500
1;2020-02-03;32000
1;2020-02-07;365000
1;2020-02-26;105000
1;2020-02-25;30000
1;2020-03-12;54500
1;2020-02-28;8000
1;2020-05-16;33000
1;2020-06-10;74000
1;2020-06-08;320000
1;2020-06-10;94700
1;2020-06-29;35000
1;2020-06-25;60000
1;2020-01-09;83980
1;2020-01-06;188900
1;2020-01-07;371500
1;2020-01-09;158500
1;2020-01-02;122500
1;2020-01-10;102500
1;2020-01-16;176000
1;2020-01-15;262830
1;2020-01-13;98000
1;2020-01-20;92860
1;2020-01-20;139500
1;2020-01-17;275500
1;2020-01-22;98500
1;2020-01-20;135000
1;2020-01-22;361550
1;2020-01-16;103400
1;2020-01-15;154670
1;2020-01-13;316200
1;2020-01-09;102500
1;2020-01-28;323100
1;2020-01-13;90197
1;2020-01-17;642500
1;2020-01-31;215380
1;2020-01-16;231000
1;2020-01-29;211550
1;2020-01-15;159262
1;2020-01-16;131788.5
1;2020-01-24;161000
1;2020-01-24;281400
1;2020-01-31;783265
1;2020-01-29;171410
1;2020-01-24;580000
1;2020-02-06;235400
1;2020-02-07;122300
1;2020-01-22;105000
1;2020-02-05;110000
1;2020-02-04;235400
1;2020-01-27;204354
1;2020-01-31;92400
1;2020-01-29;113000
1;2020-02-12;136580
1;2020-01-29;115050
1;2020-02-10;298000
1;2020-02-14;204920
1;2020-02-05;126920
1;2020-02-07;545000
1;2020-01-22;58850
1;2020-02-06;131600
1;2020-02-05;92230
1;2020-02-10;184000
1;2020-02-07;258250
1;2020-01-31;216315
1;2020-02-04;172250
1;2020-02-05;223200
1;2020-02-18;63500
1;2020-02-12;404900
1;2020-02-14;143000
1;2020-02-21;191210
1;2020-02-14;188577
1;2020-02-20;202736
1;2020-02-20;147000
1;2020-02-18;157300
1;2020-02-24;123000
1;2020-02-06;204870
1;2020-02-05;99500
1;2020-02-10;192450
1;2020-02-17;81150
1;2020-02-11;132000
1;2020-02-21;152250
1;2020-02-07;83472.3
1;2020-03-02;90500
1;2020-02-21;71600
1;2020-02-27;80100
1;2020-02-12;188000
1;2020-02-12;331000
1;2020-02-12;184250
1;2020-02-27;78224.26
1;2020-02-10;66972
1;2020-02-25;183750
1;2020-03-09;259400
1;2020-04-22;125500
1;2020-04-29;113142
1;2020-05-07;63000
1;2020-04-30;67000
1;2020-04-24;257548
1;2020-04-30;236320
1;2020-04-23;300000
1;2020-04-29;159000
1;2020-05-11;108500
1;2020-04-29;136000
1;2020-04-21;237000
1;2020-02-25;106900
1;2020-05-12;74400
1;2020-05-14;302150
1;2020-04-24;158000
1;2020-05-11;399000
1;2020-05-15;150540
1;2020-05-20;62500
1;2020-05-18;128000
1;2020-04-30;164950
1;2020-04-30;452500
1;2020-05-04;213000
1;2020-05-07;269650
1;2020-05-20;246800
1;2020-05-11;156000
1;2020-05-26;152750
1;2020-05-19;86000
1;2020-05-15;322200
1;2020-05-14;65000
1;2020-05-29;98225
1;2020-05-26;147000
1;2020-05-05;208663
1;2020-05-18;141300
1;2020-05-14;80000
1;2020-05-15;178250
1;2020-05-20;232405
1;2020-05-27;110185
1;2020-05-29;248700
1;2020-05-29;251220
1;2020-05-20;435000
1;2020-05-18;130528
1;2020-05-25;570000
1;2020-06-09;88000
1;2020-05-29;116000
1;2020-05-15;86400
1;2020-05-27;155340
1;2020-05-29;240000
1;2020-06-05;157000
1;2020-05-13;211000
1;2020-06-15;157000
1;2020-06-04;167900
1;2020-05-14;328760
1;2020-06-11;263000
1;2020-05-25;266050
1;2020-05-20;173000
1;2020-05-12;120340
1;2020-05-18;295590
1;2020-06-03;163122.5
1;2020-06-10;94000
1;2020-05-27;132500
1;2020-05-29;84000
1;2020-05-29;104000
1;2020-05-19;133190
1;2020-06-03;138000
1;2020-05-26;460000
1;2020-05-27;148300
1;2020-06-05;93500
1;2020-05-19;111200
1;2020-05-18;146600
1;2020-06-03;486340
1;2020-05-25;598250
1;2020-06-15;322989
1;2020-05-28;332000
1;2020-06-11;209850
1;2020-05-20;127000
1;2020-06-15;235000
1;2020-06-16;98900
1;2020-05-20;232000
1;2020-05-27;324923
1;2020-06-19;490000
1;2020-05-29;349000
1;2020-05-29;68000
1;2020-06-12;153846
1;2020-06-24;211960
1;2020-05-28;204410
1;2020-06-22;174000
1;2020-06-05;207500
1;2020-06-10;100000
1;2020-06-04;122670
1;2020-06-25;255321
1;2020-06-11;93000
1;2020-06-24;655800
1;2020-06-29;40000
1;2020-06-22;78000
1;2020-06-19;184701
1;2020-06-25;119500
1;2020-06-10;221870
1;2020-06-10;255000
1;2020-06-26;418000
1;2020-06-22;325000
1;2020-06-10;191947
1;2020-06-12;224700
1;2020-06-30;233600
1;2020-06-29;166300
1;2020-06-23;132755
1;2020-06-10;167000
1;2020-06-18;157800
1;2020-06-15;350000
1;2020-06-30;137500
1;2020-06-19;245000
1;2020-06-19;236050
1;2020-06-24;360000
1;2020-06-29;107510
1;2020-06-20;81000
1;2020-06-23;323850
1;2020-06-30;124700
1;2020-06-25;185960
1;2020-06-24;234000
1;2020-06-26;316484
1;2020-05-20;198350
1;2020-06-25;162962
1;2020-04-30;122480
1;2020-01-09;138100
1;2020-01-20;81000
1;2020-01-23;123000
1;2020-01-20;137000
1;2020-01-31;152000
1;2020-01-27;133500
1;2020-02-04;154900
1;2020-01-23;199000
1;2020-01-31;100732
1;2020-01-23;153000
1;2020-02-13;205000
1;2020-02-14;102920
1;2020-02-19;61000
1;2020-02-12;110000
1;2020-02-20;139000
1;2020-02-25;142000
1;2020-02-27;166000
1;2020-04-30;112000
1;2020-04-30;75000
1;2020-04-16;275000
1;2020-04-20;90000
1;2020-05-18;260000
1;2020-05-12;105500
1;2020-05-13;170280
1;2020-05-12;200000
1;2020-05-22;110000
1;2020-05-20;115800
1;2020-05-06;174500
1;2020-05-29;161500
1;2020-06-02;124000
1;2020-05-29;143500
1;2020-05-19;156650
1;2020-05-18;51000
1;2020-05-29;55000
1;2020-06-19;117000
1;2020-06-05;75229
1;2020-06-03;175000
1;2020-06-19;91000
1;2020-06-26;168000
1;2020-06-16;38000
1;2020-06-30;83120
1;2020-06-23;179000
1;2020-06-24;132650
1;2020-06-10;70000
1;2020-06-23;124000
1;2020-06-29;85000
1;2020-06-02;137900
1;2020-01-07;166450
1;2020-01-25;129119
1;2020-01-07;165000
1;2020-01-24;237500
1;2020-01-11;80000
1;2020-01-22;129700
1;2020-01-20;55000
1;2020-01-29;246500
1;2020-01-30;60000
1;2020-01-30;172900
1;2020-01-31;128000
1;2020-01-31;433000
1;2020-02-27;64000
1;2020-02-27;157000
1;2020-02-21;245250
1;2020-02-05;55000
1;2020-02-24;268060
1;2020-04-28;128500
1;2020-05-27;157410
1;2020-05-28;130000
1;2020-05-28;270000
1;2020-05-04;311450
1;2020-05-18;211000
1;2020-05-27;195355
1;2020-05-18;111900
1;2020-05-27;274000
1;2020-05-15;188000
1;2020-05-20;119800
1;2020-06-05;60000
1;2020-06-16;189000
1;2020-06-15;122000
1;2020-05-25;155150
1;2020-05-29;58500
1;2020-06-13;114400
1;2020-06-23;110365
1;2020-06-26;228300
1;2020-06-12;245000
1;2020-06-29;240000
1;2020-06-26;131500
1;2020-01-06;72000
1;2020-01-03;67000
1;2020-02-27;87000
1;2020-05-15;28600
1;2020-05-14;72000
1;2020-05-19;106900
1;2020-05-20;111700
1;2020-05-20;101550
1;2020-06-05;91000
1;2020-05-30;24000
1;2020-06-09;40000
1;2020-05-27;59500
1;2020-06-04;32000
1;2020-01-10;254500
1;2020-01-10;243000
1;2020-01-10;53000
1;2020-01-17;106000
1;2020-01-09;206400
1;2020-01-09;259600
1;2020-01-15;303600
1;2020-01-02;156000
1;2020-01-20;499993
1;2020-01-08;133200
1;2020-01-16;133600
1;2020-01-03;296651
1;2020-01-20;150500
1;2020-01-22;577000
1;2020-01-17;117000
1;2020-01-18;78000
1;2020-01-14;191000
1;2020-01-20;132850
1;2020-01-08;149400
1;2020-01-24;451000
1;2020-01-09;196000
1;2020-01-21;130000
1;2020-01-23;201800
1;2020-01-23;139000
1;2020-01-31;407650
1;2020-01-21;676685
1;2020-01-31;213500
1;2020-02-03;136000
1;2020-01-22;285280
1;2020-01-23;98550
1;2020-01-22;200500
1;2020-01-15;233500
1;2020-01-24;172867
1;2020-01-31;242150
1;2020-01-31;143000
1;2020-01-30;307650
1;2020-02-05;105540
1;2020-01-28;320000
1;2020-01-30;393800
1;2020-01-22;65000
1;2020-01-24;117000
1;2020-01-31;278650
1;2020-01-23;320575
1;2020-02-06;159200
1;2020-01-24;82664
1;2020-02-11;149500
1;2020-01-20;145800
1;2020-01-30;205600
1;2020-02-03;262100
1;2020-02-11;206600
1;2020-01-31;334830
1;2020-01-30;480000
1;2020-01-30;193000
1;2020-02-03;184000
1;2020-02-03;129000
1;2020-02-05;233400
1;2020-01-22;379889
1;2020-01-27;179000
1;2020-02-10;286000
1;2020-02-14;275000
1;2020-02-14;292050
1;2020-02-07;137620
1;2020-01-30;239100
1;2020-02-17;207760
1;2020-01-29;228000
1;2020-02-12;264000
1;2020-02-14;170000
1;2020-01-30;210000
1;2020-01-31;166600
1;2020-02-11;223100
1;2020-02-14;321200
1;2020-02-14;303200
1;2020-02-17;159965
1;2020-02-19;467850
1;2020-01-31;141600
1;2020-02-04;905000
1;2020-02-04;144000
1;2020-02-25;280730
1;2020-02-17;303270
1;2020-02-14;195500
1;2020-02-21;97613
1;2020-02-21;533550
1;2020-02-26;156700
1;2020-02-21;237000
1;2020-02-19;386240
1;2020-02-14;290000
1;2020-01-31;141020
1;2020-02-20;316150
1;2020-02-27;363280
1;2020-02-19;295075
1;2020-02-21;162250
1;2020-02-21;132264
1;2020-02-07;150000
1;2020-03-04;101000
1;2020-02-25;157150
1;2020-02-28;154800
1;2020-02-20;220000
1;2020-02-14;215600
1;2020-02-28;787000
1;2020-02-24;145700
1;2020-03-02;72000
1;2020-03-11;118360
1;2020-03-11;103000
1;2020-03-12;166500
1;2020-03-11;358200
1;2020-02-25;178220
1;2020-02-27;241860
1;2020-03-16;153000
1;2020-02-27;155000
1;2020-03-09;217900
1;2020-03-18;127125
1;2020-03-10;91500
1;2020-03-06;174900
1;2020-02-28;229500
1;2020-03-16;147000
1;2020-03-06;115180
1;2020-03-12;188591.3
1;2020-03-16;188400
1;2020-03-30;247500
1;2020-04-17;178000
1;2020-04-30;262890
1;2020-05-01;165000
1;2020-04-09;102000
1;2020-04-23;168000
1;2020-04-30;135000
1;2020-05-07;170000
1;2020-04-27;230500
1;2020-05-14;162330
1;2020-04-24;228394
1;2020-04-24;232000
1;2020-05-19;102564
1;2020-05-07;387500
1;2020-04-30;54560
1;2020-04-30;191500
1;2020-04-23;81000
1;2020-05-14;142000
1;2020-05-20;228673
1;2020-05-22;371300
1;2020-05-20;241000
1;2020-05-20;110600
1;2020-05-12;77000
1;2020-05-14;178500
1;2020-03-18;52700
1;2020-05-14;162300
1;2020-05-27;70000
1;2020-05-29;272300
1;2020-05-28;255000
1;2020-06-03;168000
1;2020-05-12;293000
1;2020-05-18;132000
1;2020-05-19;180000
1;2020-05-18;463700
1;2020-05-19;174000
1;2020-05-25;152030
1;2020-05-15;182000
1;2020-05-15;257053
1;2020-05-29;419000
1;2020-05-29;307500
1;2020-05-25;140000
1;2020-06-03;289808
1;2020-05-25;615000
3;2020-05-25;1176150
1;2020-05-15;228200
1;2020-05-20;125500
1;2020-05-26;128500
1;2020-05-26;493441.25
1;2020-05-25;350950
1;2020-05-25;378000
1;2020-05-18;225800
1;2020-06-05;162500
1;2020-06-11;124000
1;2020-05-25;344400
1;2020-05-29;261000
1;2020-06-15;242600
1;2020-06-12;174200
1;2020-06-05;70800
1;2020-05-28;224900
1;2020-05-27;270000
1;2020-05-28;195000
1;2020-06-09;90480
1;2020-06-05;83600
1;2020-05-29;247000
1;2020-06-12;160050
1;2020-04-30;162000
1;2020-05-27;307000
1;2020-05-25;125000
1;2020-06-10;255000
1;2020-06-05;87303
1;2020-05-26;334400
1;2020-06-02;235336
1;2020-06-02;172000
1;2020-06-18;129000
1;2020-06-03;135055
1;2020-05-28;138000
1;2020-05-26;225000
1;2020-06-10;458000
1;2020-06-22;143450
1;2020-06-11;396000
1;2020-05-27;314400
1;2020-06-04;166150
1;2020-06-05;128000
1;2020-06-24;440640
1;2020-06-18;314000
1;2020-06-12;84000
1;2020-06-15;130000
1;2020-06-24;126000
1;2020-06-26;175750
1;2020-06-03;350000
1;2020-06-05;147048
1;2020-06-16;157500
1;2020-06-18;189000
1;2020-06-12;135000
1;2020-06-15;249900
1;2020-06-11;926500
1;2020-06-25;179500
1;2020-06-23;226400
1;2020-06-18;109700
1;2020-06-17;260000
1;2020-06-15;721000
1;2020-06-24;354000
1;2020-03-02;227811
1;2020-06-23;221500
1;2020-06-29;398500
1;2020-06-26;368540
1;2020-06-25;285200
1;2020-06-12;71000
1;2020-06-30;115000
1;2020-06-18;145000
1;2020-06-22;345657
1;2020-06-22;285308
1;2020-06-24;80000
1;2020-06-30;221800
1;2020-06-30;239450
1;2020-06-23;180000
1;2020-06-24;92000
1;2020-06-19;161809
1;2020-06-17;187000
1;2020-01-06;150900
1;2020-01-02;86025
1;2020-01-10;156000
1;2020-01-07;233000
1;2020-01-10;326050
1;2020-01-15;208750
1;2020-01-14;174900
1;2020-01-16;145650
1;2020-01-13;288500
1;2020-01-07;60000
1;2020-01-02;79000
1;2020-01-09;351000
1;2020-01-08;147800
1;2020-01-17;356922
1;2020-01-17;188000
1;2020-01-06;106000
1;2020-01-03;278300
1;2020-01-09;70500
1;2020-01-13;217500
1;2020-01-10;165300
1;2020-01-10;318850
1;2020-01-23;199000
1;2020-01-15;170000
1;2020-01-17;374000
1;2020-01-23;87000
1;2020-01-13;169000
1;2020-01-03;159500
1;2020-01-15;550000
1;2020-01-13;270500
1;2020-01-23;175210
1;2020-01-24;130000
1;2020-01-17;133000
1;2020-01-22;96300
1;2020-01-10;113000
1;2020-01-06;65000
1;2020-01-14;123448
1;2020-01-24;213000
1;2020-01-14;186600
1;2020-01-16;176000
1;2020-01-09;207600
1;2020-01-10;109720
1;2020-01-20;90000
1;2020-01-27;116000
1;2020-01-06;149500
1;2020-01-31;114500
1;2020-01-10;238350
1;2020-01-17;219000
1;2020-01-10;237500
1;2020-01-13;189000
1;2020-01-30;175500
1;2020-01-20;205710
1;2020-01-15;219200
1;2020-01-07;123000
1;2020-01-31;158500
1;2020-01-29;279800
1;2020-01-28;106300
1;2020-01-24;188550
1;2020-01-30;216565
1;2020-01-22;231750
1;2020-01-09;328000
1;2020-01-29;171000
1;2020-01-30;147620
1;2020-02-07;134750
1;2020-01-23;123500
1;2020-01-29;222500
1;2020-01-31;131500
1;2020-01-24;96030
1;2020-01-27;159800
1;2020-01-15;116800
1;2020-01-07;204620
1;2020-01-27;177500
1;2020-01-24;245000
1;2020-02-06;138000
1;2020-01-24;189090
1;2020-01-22;168000
1;2020-01-31;119000
1;2020-01-29;230850
1;2020-02-06;102500
1;2020-01-31;343700
1;2020-01-23;184120
1;2020-01-17;371000
1;2020-01-17;200780
1;2020-02-03;138750
1;2020-01-20;199000
1;2020-01-30;67500
1;2020-01-27;220000
1;2020-01-31;561500
1;2020-02-13;322500
1;2020-01-28;115500
1;2020-02-07;124000
1;2020-02-07;169000
1;2020-01-20;116000
1;2020-01-21;93275
1;2020-01-31;70000
1;2020-01-20;187500
1;2020-01-24;178977
1;2020-01-31;165330
1;2020-02-03;110514
1;2020-02-04;160500
1;2020-01-23;169000
1;2020-01-31;192018
1;2020-02-03;150865
1;2020-02-13;150000
1;2020-01-24;153000
1;2020-01-22;128000
1;2020-02-05;149000
1;2020-01-31;167000
1;2020-02-07;211950
1;2020-02-03;179400
1;2020-02-13;80000
1;2020-01-23;313000
1;2020-02-03;206500
1;2020-02-04;466400
1;2020-02-07;282746
1;2020-02-13;119350
1;2020-02-07;287000
1;2020-01-24;98400
1;2020-01-28;191500
1;2020-01-27;102382
1;2020-02-20;175965
1;2020-02-17;237000
1;2020-02-10;133000
1;2020-01-27;82500
1;2020-01-27;243000
1;2020-01-29;295546
1;2020-01-31;235500
1;2020-01-31;118291
1;2020-02-12;85000
1;2020-01-21;176900
1;2020-02-04;158800
1;2020-02-12;198648
1;2020-02-18;274900
1;2020-02-13;318500
1;2020-02-18;149800
1;2020-02-10;117500
1;2020-02-10;413000
1;2020-02-17;160000
1;2020-02-07;123750
1;2020-02-17;243500
1;2020-02-11;195000
1;2020-01-30;535150
1;2020-02-17;215380
1;2020-02-21;192685
1;2020-02-20;148900
1;2020-02-19;40000
1;2020-02-27;158000
1;2020-02-20;196000
1;2020-02-24;285000
1;2020-02-26;184800
1;2020-02-13;155900
1;2020-01-31;347500
1;2020-02-18;180800
1;2020-02-18;263500
1;2020-02-21;93000
1;2020-02-21;181000
1;2020-02-19;92650
1;2020-02-13;297000
1;2020-02-25;253000
1;2020-02-19;187550
1;2020-02-11;204300
1;2020-02-24;89000
1;2020-02-24;385000
1;2020-02-07;138220
1;2020-02-21;130750
1;2020-02-28;178500
1;2020-02-20;132500
1;2020-02-17;340000
1;2020-02-03;246000
1;2020-02-14;102276
1;2020-02-17;106236
1;2020-02-25;195500
1;2020-02-27;149500
1;2020-02-14;105284
1;2020-02-14;124300
1;2020-02-17;128000
1;2020-02-28;174700
1;2020-02-14;273750
1;2020-02-17;143000
1;2020-02-28;118000
1;2020-02-28;222850
1;2020-03-03;72137
1;2020-02-20;388500
